Mortal Kombat Theme Song
The Immortals
125
1,9.104166666666666
1,9.416666666666666
2,9.902777777777779
1,10.319444444444445
3,10.73611111111111
1,11.291666666666666
2,11.708333333333334
1,12.229166666666666
2,12.715277777777779
2,13.20138888888889
4,13.652777777777779
2,14.17361111111111
3,14.590277777777779
2,15.07638888888889
4,15.527777777777779
2,16.01388888888889
0,16.46527777777778
0,16.95138888888889
1,17.541666666666668
0,17.958333333333332
2,18.40972222222222
0,18.82638888888889
1,19.243055555555557
0,19.694444444444443
0,20.180555555555557
0,20.59722222222222
1,21.04861111111111
0,21.53472222222222
2,21.98611111111111
1,22.47222222222222
2,22.88888888888889
1,23.34027777777778
1,23.82638888888889
1,24.3125
2,24.76388888888889
1,25.354166666666668
3,25.805555555555557
1,26.291666666666668
2,26.743055555555557
1,27.194444444444443
2,27.680555555555557
2,28.09722222222222
4,28.54861111111111
2,29.03472222222222
3,29.48611111111111
2,29.90277777777778
4,30.38888888888889
2,30.875
0,31.256944444444443
0,31.77777777777778
1,32.229166666666664
0,32.75
2,33.166666666666664
0,33.65277777777778
1,34.06944444444444
0,34.55555555555556
0,35.041666666666664
0,35.5625
1,36.013888888888886
0,36.5
2,36.951388888888886
1,37.36805555555556
2,37.854166666666664
1,38.270833333333336
1,38.791666666666664
1,39.486111111111114
1,40.18055555555556
1,40.84027777777778
2,41.604166666666664
3,41.986111111111114
1,42.50694444444444
1,43.34027777777778
1,44.0
1,44.59027777777778
3,45.25
2,45.736111111111114
1,46.22222222222222
1,46.986111111111114
1,47.71527777777778
1,48.375
2,49.138888888888886
3,49.486111111111114
1,50.076388888888886
1,50.736111111111114
1,51.291666666666664
2,51.88194444444444
2,52.611111111111114
1,53.6875
1,54.486111111111114
1,55.18055555555556
1,55.94444444444444
2,56.604166666666664
3,57.020833333333336
1,57.541666666666664
1,58.201388888888886
1,58.895833333333336
1,59.625
3,60.388888888888886
2,60.80555555555556
1,61.25694444444444
1,61.951388888888886
1,62.645833333333336
1,63.30555555555556
2,64.0
3,64.41666666666667
1,64.9375
1,65.66666666666667
1,66.32638888888889
2,66.84722222222223
2,67.57638888888889
1,68.72222222222223
1,69.38194444444444
1,70.11111111111111
1,70.84027777777777
2,71.53472222222223
3,71.95138888888889
1,72.4375
1,73.13194444444444
1,73.82638888888889
1,74.55555555555556
3,75.25
2,75.77083333333333
1,76.22222222222223
1,76.95138888888889
1,77.61111111111111
1,78.34027777777777
2,79.0
3,79.34722222222223
1,79.9375
1,80.63194444444444
1,81.29166666666667
2,81.74305555555556
2,82.50694444444444
2,83.47916666666667
1,84.3125
0,85.04166666666667
1,85.73611111111111
4,86.43055555555556
2,87.40277777777777
1,88.16666666666667
0,88.86111111111111
1,89.55555555555556
4,90.25
2,90.84027777777777
1,91.70833333333333
0,92.29861111111111
1,92.88888888888889
4,93.44444444444444
2,94.13888888888889
1,95.07638888888889
0,95.77083333333333
2,96.53472222222223
